k0_hold,k0_ud,k0_dd,k1_hold,k1_ud,k1_dd,k2_hold,k2_ud,k2_dd,k3_hold,k3_ud,k3_dd,k4_hold,k4_ud,k4_dd,k5_hold,k5_ud,k5_dd,k6_hold,k6_ud,k6_dd,k7_hold,k7_ud,k7_dd,k8_hold,k8_ud,k8_dd,k9_hold,k9_ud,k9_dd,k10_hold,k10_ud,k10_dd,k11_hold,k11_ud,k11_dd,k12_hold,k12_ud,k12_dd,k13_hold,k13_ud,k13_dd,k14_hold,k14_ud,k14_dd,k15_hold,k15_ud,k15_dd,k16_hold,k16_ud,k16_dd,k17_hold,k17_ud,k17_dd,k18_hold,k18_ud,k18_dd,k19_hold,k19_ud,k19_dd
0.080238156,-2.9394571e-09,2.8108285e-09,0.10397588,0.038328223,0.11637596,0.1262544,-0.0339138,0.07057685,0.12309634,-0.0065378547,0.116106026,0.123231925,-0.02671303,0.099386945,0.09387828,0.07083908,0.2164643,0.11048725,0.13994458,0.22615623,0.09258484,0.051396076,0.14360559,0.09880258,0.0805104,0.15033543,0.08930706,0.0190591,0.10352293,0.07877251,-0.0053178035,0.0765199,0.089693986,0.12947942,0.19660954,0.07733851,-0.0011969879,0.07762186,0.1026246,0.046600223,0.1186237,0.074966386,0.03874578,0.12421278,0.093481556,0.031815633,0.103351705,0.09288372,-0.011080248,0.07292339,0.080044806,0.017839525,0.09879248,0.11500749,0.26569128,0.28260368,0.108339354,0.0131935105,0.111967325
0.08016776,-2.9725364e-09,2.9645424e-09,0.10291864,0.03526882,0.11436137,0.12423463,-0.036400743,0.06619155,0.11987269,-0.015358707,0.10627229,0.12099089,-0.038989693,0.08152683,0.09187072,0.015599269,0.15805236,0.11173667,0.11729982,0.21012151,0.09684578,0.017550599,0.13030982,0.10288313,0.056337766,0.1456863,0.09529771,0.00057089515,0.10200071,0.08451272,-0.012007639,0.076917276,0.09311098,0.12416806,0.19744532,0.08019802,-0.004795689,0.078478836,0.10461755,0.043718122,0.119806945,0.07601074,0.036305204,0.12498936,0.09516044,0.03028962,0.10408731,0.093539946,-0.011766927,0.073278815,0.080522016,0.017250849,0.098985024,0.115411416,0.26233476,0.28369063,0.10871416,0.012684856,0.112173304
0.08015804,-3.2231309e-09,3.0579068e-09,0.10255065,0.034591943,0.11344525,0.12385417,-0.036806025,0.06462198,0.11932247,-0.0163045,0.103855655,0.1203404,-0.040976033,0.07702664,0.08999082,0.0040138885,0.13705629,0.108875565,0.11149959,0.19881806,0.09446996,0.0064969156,0.11347827,0.10166277,0.045983896,0.13554862,0.09525269,-0.010633703,0.09466553,0.08675471,-0.01816278,0.07437739,0.09597641,0.11704693,0.19664942,0.08360058,-0.010566162,0.07855542,0.10753562,0.038360067,0.12046808,0.077621825,0.03178199,0.12561658,0.09797577,0.027423613,0.10515247,0.09470448,-0.013127936,0.07386216,0.08136752,0.016126618,0.099432886,0.11584065,0.25666004,0.28616357,0.1093801,0.012025937,0.11247657
0.08003166,-3.9864494e-09,2.0668485e-09,0.10252408,0.034359243,0.11326645,0.12375603,-0.03697693,0.064518645,0.119590044,-0.015605003,0.105426945,0.12109047,-0.037919816,0.08359579,0.09244233,0.028075997,0.18015395,0.111554906,0.124802805,0.21947789,0.094748706,0.032847315,0.14060214,0.10009962,0.07088455,0.15049364,0.0906786,0.013410553,0.104117945,0.0798206,-0.006954843,0.07699606,0.090236716,0.12834728,0.19698323,0.07781354,-0.0019437615,0.0778124,0.102897525,0.04610376,0.118854895,0.075115666,0.038331546,0.12435554,0.093715936,0.031631906,0.103511974,0.092904046,-0.011158925,0.072975844,0.08009798,0.01778202,0.098794125,0.11502212,0.26544243,0.28277117,0.10837569,0.013163354,0.1119372
0.08024913,-2.5324614e-09,3.64764e-09,0.10364128,0.037057586,0.11617352,0.12547281,-0.0349633,0.06907009,0.122077465,-0.00973392,0.11273684,0.12281767,-0.030619156,0.09466744,0.09401158,0.056553364,0.20872666,0.11184629,0.13470422,0.22447687,0.0938604,0.04476912,0.14322114,0.09950004,0.07708855,0.15068574,0.09005281,0.017020855,0.10392322,0.07933965,-0.0059400015,0.07675396,0.09000544,0.12903428,0.19677654,0.07753508,-0.00144119,0.077690095,0.10277513,0.04643817,0.11866219,0.07508238,0.038589235,0.124221906,0.09383043,0.031681955,0.103428975,0.09297449,-0.011127053,0.07294054,0.08015221,0.017805533,0.09876412,0.11505902,0.26536658,0.28254166,0.10841414,0.013134655,0.111937426
0.08030748,-2.434636e-09,3.18229e-09,0.10385395,0.037299693,0.115620025,0.12571068,-0.03495831,0.0688539,0.1225148,-0.009967871,0.11269937,0.12314775,-0.03136076,0.09460682,0.09538639,0.048470862,0.20354825,0.11416201,0.13095073,0.2233919,0.0963073,0.038732093,0.14252062,0.10088387,0.07262076,0.15081798,0.09158451,0.013713617,0.104441136,0.08063123,-0.007202791,0.07720076,0.09069451,0.1279787,0.19717604,0.07814364,-0.0021361262,0.07799104,0.10316852,0.045870744,0.11903138,0.0752609,0.038085554,0.12433954,0.09391173,0.03143703,0.10355814,0.09302953,-0.011262022,0.07301615,0.080166966,0.017682113,0.098847546,0.115084246,0.26485217,0.2828731,0.108456984,0.013014011,0.111948416
0.079715654,-4.8298925e-09,9.220188e-10,0.10126295,0.032630403,0.11079684,0.12218542,-0.038353525,0.06076097,0.1166968,-0.020747442,0.098529175,0.117999956,-0.04613659,0.068856105,0.085554995,-0.01405111,0.10862014,0.103053465,0.10523436,0.18794186,0.09028782,-0.00051736645,0.100026935,0.09959361,0.04188489,0.12818947,0.09301936,-0.012847923,0.089502946,0.08477449,-0.01862351,0.07241406,0.094933055,0.11715644,0.19559205,0.08265621,-0.010070659,0.078034885,0.10667919,0.039231535,0.11993559,0.07714527,0.032638267,0.12541056,0.097137965,0.028174274,0.10481509,0.094442,-0.012840841,0.07366134,0.081136726,0.016441181,0.099322684,0.11578283,0.25850186,0.28543365,0.109207995,0.012179635,0.112367846
0.08048876,-1.7098136e-09,3.3468313e-09,0.10410529,0.038240477,0.11599044,0.12580149,-0.034896214,0.06765155,0.12231508,-0.010780058,0.10991664,0.122996345,-0.033933796,0.08944873,0.09502453,0.036516346,0.19095674,0.11413382,0.12589265,0.22041284,0.096243985,0.032765027,0.14092797,0.10070585,0.070227444,0.15042324,0.09133091,0.012981463,0.10415988,0.08040642,-0.0072944276,0.07702257,0.090631604,0.12801139,0.1970737,0.07803701,-0.0020791106,0.07788939,0.10309793,0.045970812,0.11888276,0.07525718,0.038160045,0.12433622,0.09403129,0.031470917,0.10358736,0.09304264,-0.011241216,0.07300681,0.08022529,0.01766879,0.09881276,0.11514666,0.26485568,0.28273898,0.10835676,0.013020724,0.11197471
0.080161504,-3.0942835e-09,2.5696236e-09,0.10321103,0.035949014,0.11440386,0.12469621,-0.036241192,0.065686844,0.12100205,-0.013566555,0.10732285,0.12221098,-0.036252085,0.08535537,0.09413838,0.029156182,0.17986971,0.11380989,0.12346887,0.21807958,0.09717959,0.02781925,0.13907713,0.10181732,0.065535694,0.1502949,0.09309454,0.008844573,0.10473407,0.08196093,-0.008830888,0.07746746,0.09151614,0.12669544,0.1975242,0.07885673,-0.0030330718,0.0782852,0.103659004,0.045117944,0.11942209,0.07546764,0.03749044,0.124651,0.09444264,0.031086504,0.10379897,0.093230784,-0.011378873,0.07312258,0.08031095,0.017554862,0.098874114,0.11522568,0.26451173,0.28361872,0.108615935,0.0129750855,0.11198752
0.08019517,-3.284026e-09,2.5904654e-09,0.10257361,0.034215875,0.112913124,0.12384053,-0.036994766,0.06448851,0.11964263,-0.015497659,0.10487482,0.12128539,-0.037224524,0.08303479,0.09258077,0.029872037,0.17717354,0.11223895,0.124802485,0.21749793,0.09647515,0.030606907,0.13785188,0.10147622,0.06765751,0.14938663,0.0925161,0.0106931925,0.104065016,0.081461005,-0.008115545,0.077164,0.09117658,0.12734875,0.197209,0.078555614,-0.0025683567,0.07805886,0.10338878,0.0455184,0.119189814,0.07539841,0.037826363,0.12449786,0.094197966,0.031239074,0.103733376,0.09311459,-0.01130167,0.07308089,0.0802765,0.017609918,0.09883261,0.11517219,0.26484153,0.2832171,0.108566284,0.013000075,0.11196233
0.08009039,-3.9985086e-09,1.6149424e-09,0.1026477,0.034363315,0.11231303,0.12356083,-0.037301477,0.06294156,0.11905325,-0.016848378,0.10261293,0.120677784,-0.03885683,0.079500176,0.091546334,0.025922112,0.16653262,0.11141209,0.12360995,0.21443154,0.09495327,0.03085722,0.13556787,0.10031819,0.06946225,0.14827648,0.09105945,0.013072476,0.10299049,0.0800831,-0.007056173,0.07658503,0.09041212,0.1283541,0.19681074,0.07790889,-0.0018863454,0.07779276,0.10305101,0.04605412,0.11879812,0.07518662,0.038252436,0.12434746,0.093948595,0.031503476,0.10350046,0.092974916,-0.011243062,0.07297001,0.08021013,0.017704923,0.098812714,0.115118206,0.2651304,0.2826913,0.1084795,0.013030503,0.11191758
0.08000641,-3.9194905e-09,1.6729456e-09,0.10233112,0.034283295,0.1128641,0.12365573,-0.03694183,0.064095385,0.11971528,-0.015059555,0.105100214,0.12130036,-0.037533134,0.08222608,0.0927469,0.023758456,0.16761748,0.11319221,0.12057537,0.21300429,0.09762585,0.022783175,0.13444032,0.10257318,0.061567828,0.14867282,0.09407162,0.005935915,0.10397251,0.08300044,-0.00991136,0.07740115,0.092143506,0.1257365,0.19764815,0.07941532,-0.0037137922,0.07847735,0.10406126,0.04443096,0.11971599,0.07573846,0.036937624,0.12486472,0.09471588,0.030686501,0.10391544,0.09333897,-0.011575455,0.07321039,0.08038646,0.017401315,0.0989337,0.11524724,0.2634384,0.28360283,0.10866,0.012868464,0.11208425
0.080080815,-3.6966763e-09,1.7036432e-09,0.10182288,0.0330571,0.11132199,0.12304775,-0.037587512,0.06261243,0.11876559,-0.016743299,0.103210814,0.12032859,-0.03986813,0.07824515,0.091001645,0.013295915,0.14929536,0.11106431,0.116243005,0.2056136,0.09670072,0.013814082,0.12267754,0.102840826,0.05222648,0.14173186,0.09619047,-0.00416548,0.10003398,0.08624262,-0.01459693,0.07624547,0.094605155,0.12158264,0.19739197,0.08173826,-0.006752493,0.07867291,0.106003605,0.041710857,0.12036176,0.07676943,0.034416143,0.12545261,0.09648486,0.02913839,0.10463095,0.09411259,-0.012316691,0.07359246,0.08089377,0.016824879,0.09923836,0.115618,0.26045057,0.28504094,0.1090208,0.012368035,0.112240076
0.080222644,-2.8413238e-09,3.126531e-09,0.10358914,0.036420766,0.11534632,0.12557535,-0.035020024,0.068764776,0.12236954,-0.008169353,0.114121795,0.122932225,-0.027430814,0.09796643,0.09361286,0.06885234,0.2150175,0.110114194,0.139548,0.22565457,0.09235426,0.050766896,0.14328477,0.09869477,0.08037998,0.15033339,0.089233354,0.019124985,0.10346502,0.0787146,-0.0052911565,0.076520994,0.089623906,0.12943976,0.19660147,0.07726177,-0.0011306573,0.077573955,0.10256541,0.046692424,0.11857167,0.07498148,0.038802464,0.12415012,0.093591124,0.03184436,0.10338169,0.092838414,-0.011085959,0.07291833,0.08003655,0.017822377,0.098757744,0.11497606,0.26523364,0.2825668,0.10828675,0.0131356865,0.11189714
0.0801733,-3.2090044e-09,2.6437252e-09,0.102942646,0.03506422,0.113588214,0.12446007,-0.036311727,0.065120466,0.12073252,-0.014071089,0.106180966,0.12185502,-0.036640532,0.0838369,0.09352048,0.023464888,0.1682467,0.11394273,0.1193492,0.21196856,0.09818431,0.018810242,0.13172026,0.103261165,0.057035442,0.14714262,0.095700696,0.0012983754,0.103357986,0.084836714,-0.01186995,0.07723978,0.09329993,0.12420124,0.19765082,0.080513276,-0.004845049,0.0785927,0.10491962,0.043430075,0.11995369,0.07620172,0.035984695,0.12502776,0.09547362,0.030112453,0.104334384,0.09368562,-0.011896282,0.07338019,0.08073083,0.017138947,0.09904178,0.11542965,0.26197335,0.28399533,0.10894538,0.012651745,0.11212119
0.08001353,-3.6224508e-09,2.1330935e-09,0.10275877,0.035303045,0.11387977,0.124505706,-0.036075532,0.06604715,0.120775886,-0.013610376,0.107099734,0.12199776,-0.036165353,0.0855375,0.09371949,0.028570782,0.17746508,0.114056036,0.12227483,0.21660411,0.09727884,0.025387507,0.13806847,0.10187093,0.06409074,0.14993548,0.09310865,0.007884342,0.10470094,0.08205243,-0.009224296,0.07762733,0.091529354,0.12642416,0.19758862,0.078810334,-0.00316035,0.07827363,0.103650585,0.04504705,0.119395286,0.07548259,0.037481014,0.12463167,0.09427081,0.031052914,0.10377997,0.09318571,-0.011436267,0.07314342,0.0803471,0.017564055,0.09889943,0.1152198,0.26428145,0.2831496,0.1086335,0.012892935,0.111941755
0.08001315,-3.8745354e-09,1.588504e-09,0.102153786,0.033342335,0.11167927,0.1234055,-0.03748018,0.063180104,0.11856346,-0.018313251,0.10177217,0.12003133,-0.04173466,0.07668688,0.090438105,0.01100488,0.15212187,0.11055418,0.11781132,0.20942597,0.09602843,0.020478122,0.13077909,0.102054745,0.059867755,0.14705817,0.093940414,0.004702054,0.10335363,0.082903974,-0.010186093,0.07734287,0.092063904,0.12568857,0.1975416,0.07923952,-0.003641853,0.0783531,0.10393547,0.044628937,0.11955769,0.07567176,0.037117794,0.12473278,0.09461868,0.030759152,0.10393579,0.09332963,-0.011532586,0.07318749,0.080372736,0.017415898,0.0989303,0.115301564,0.26360077,0.28318992,0.10861277,0.012855887,0.112058446
0.08002664,-3.995041e-09,1.0831097e-09,0.10307771,0.03540196,0.113533385,0.12503731,-0.03570474,0.066282384,0.121780775,-0.011627642,0.109245464,0.12276545,-0.033780836,0.08869331,0.09460627,0.039410956,0.19177653,0.11314725,0.12761664,0.22106686,0.095799744,0.035137717,0.14088905,0.10052913,0.07154672,0.15031812,0.091245346,0.013477132,0.10415399,0.08029091,-0.0071623307,0.07708646,0.09050795,0.12814522,0.19703457,0.07800136,-0.0020466503,0.077906735,0.10310587,0.045967873,0.1189857,0.07522605,0.038167052,0.12437542,0.093946226,0.03146993,0.103540175,0.09304298,-0.01123691,0.072972864,0.080214925,0.017679624,0.09880992,0.115072325,0.2648906,0.28295875,0.108458444,0.013016123,0.111910835
0.08028623,-2.6981453e-09,3.2346223e-09,0.10386841,0.037451286,0.11624913,0.12585294,-0.03442981,0.06985778,0.122510105,-0.009441752,0.11287913,0.123101935,-0.03096345,0.09426595,0.094888575,0.052579187,0.20382005,0.1129197,0.13287461,0.22341068,0.09451291,0.043057725,0.14213005,0.09977521,0.076427735,0.15011811,0.09021447,0.016752724,0.10362673,0.07950005,-0.0060070865,0.07667984,0.090020195,0.12896317,0.19674385,0.077635996,-0.001532983,0.07770321,0.10292263,0.04626418,0.118653715,0.075108044,0.038465124,0.12426631,0.093767986,0.03164831,0.10344799,0.09290683,-0.011165129,0.072958365,0.08014399,0.017764442,0.09877606,0.11510093,0.26526058,0.28271282,0.10842275,0.013085928,0.11190866
0.08042365,-2.158272e-09,3.6516252e-09,0.1042449,0.038657296,0.117609106,0.12629221,-0.03358959,0.072230294,0.1230994,-0.0054685585,0.11695215,0.123069026,-0.025482161,0.10048483,0.0939675,0.074218296,0.22022612,0.11025356,0.14045617,0.22685598,0.09239383,0.051572572,0.14403893,0.09876033,0.08093445,0.1504697,0.089125775,0.019449309,0.10340151,0.07865319,-0.005163403,0.076459594,0.089571446,0.12960014,0.19658954,0.07722912,-0.0010710992,0.07756925,0.10250249,0.04674659,0.118564166,0.07495822,0.038827065,0.12412668,0.09352933,0.031877115,0.10330409,0.09285694,-0.011057412,0.0728803,0.08008994,0.017831853,0.098751865,0.114969924,0.26563227,0.28246552,0.10825301,0.013185754,0.11189547
0.08015214,-3.217589e-09,2.5753348e-09,0.103404894,0.036569875,0.11518541,0.12513018,-0.035419036,0.067917354,0.12180676,-0.010702144,0.111321025,0.12262346,-0.0317508,0.092205435,0.09426135,0.049970873,0.1992094,0.112391576,0.13244034,0.22258973,0.094368845,0.042613927,0.14173052,0.09975527,0.076229125,0.15020925,0.09033547,0.016579341,0.10378612,0.07961236,-0.006092716,0.07676022,0.090157695,0.12891616,0.19684356,0.077653065,-0.0015400704,0.077733256,0.10288655,0.046330474,0.11877248,0.07514089,0.038485188,0.124283314,0.0937461,0.0316795,0.10344623,0.09297358,-0.011167236,0.07296612,0.080141485,0.01779354,0.09880387,0.11507097,0.2653931,0.2828235,0.10838046,0.0130948685,0.11198443
0.08022917,-2.5510205e-09,2.928768e-09,0.10345554,0.036988467,0.115404926,0.12528329,-0.035169702,0.068328984,0.122001365,-0.009599847,0.11211007,0.12274924,-0.030410308,0.09448888,0.093852445,0.05488325,0.2061201,0.11133002,0.13456635,0.22392358,0.09349942,0.04528476,0.14245471,0.09933429,0.07768186,0.15024681,0.0899287,0.017428175,0.10371997,0.07933423,-0.005870724,0.07668024,0.0899832,0.12904969,0.19673768,0.07755135,-0.0014679618,0.077714615,0.10275426,0.04639863,0.11869418,0.07509576,0.038528576,0.124210685,0.09368011,0.03169882,0.10345809,0.0928843,-0.011171877,0.07289678,0.08013944,0.017790297,0.098808825,0.115018524,0.26529264,0.28281838,0.1084209,0.013142079,0.1119399
